Inc: IA No,Inc: Incident type,Inc: Received date,OffSnp: Title/rank,Off: First name,Off: Last name,Alg: Allegation,Alg: Finding,Act: Action taken,Act: Days/hours suspended,Act: Action taken date,Inc: Occurred date
IAD2015-0491,Internal investigation,10/16/2015,"Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer","Cesar
Cesar
Cesar
Cesar
Cesar
Cesar","Abreu
Abreu
Abreu
Abreu
Abreu
Abreu","Conduct Unbecoming
Conduct Unbecoming
Situations Involving Family & Frien
Situations Involving Family & Frien
Conduct Unbecoming
Conduct Unbecoming","Not Sustained
Not Sustained
Unfounded
Unfounded
Sustained
Sustained","Suspension/Settlement Agreement
Suspension held in abeyance
Suspension/Settlement Agreement
Suspension held in abeyance
Suspension/Settlement Agreement
Suspension held in abeyance","10
5
10
5
10
5","04/30/2019
04/30/2019
04/30/2019
04/30/2019
04/30/2019
04/30/2019",10/09/2015
IAD2015-0492,Citizen complaint,10/16/2015,"Sergeant Detective
Sergeant Detective","Winifred
Winifred","Cotter
Cotter","Neg.Duty/Unreasonable Judge
Respectful Treatment","Not Sustained
Unfounded",,"0
0",,08/06/2015
IAD2015-0515,Citizen complaint,07/19/2015,Police Officer,,Unknown,Respectful Treatment,Not Sustained,,,,07/19/2015
IAD2015-0534,Internal investigation,10/19/2015,"Police Officer
Police Officer
Police Officer","Chau V.
Chau V.
Chau V.","Nguyen
Nguyen
Nguyen","Conduct Unbecoming
Alcohol off Duty
Respectful Treatment","Sustained
Sustained
Sustained","Retired with Charges Pending
Retired with Charges Pending
Retired with Charges Pending","0
0
0","03/28/2025
03/28/2025
03/28/2025",10/17/2015
IAD2015-0552,Internal investigation,10/20/2015,"Police Officer
Police Officer","Rachelle
Rachelle","Couch
Couch","Permissible Weapons & Ammunition
Reporting Firearms Dishcarge","Sustained
Sustained","Retired with Charges Pending
Retired with Charges Pending","0
0","07/20/2019
07/20/2019",10/15/2015
IAD2015-0553,Citizen complaint,10/21/2015,Police Officer,Robert C,Boyle,Respectful Treatment,Not Sustained,,,,10/20/2015
IAD2015-0554,Citizen complaint,10/20/2015,"Police Officer
Police Officer","Mark A
Mark A","Clark
Clark","Conduct Unbecoming (3 counts)
Conformance to Laws (2 counts)","Not Sustained
Not Sustained",,"0
0",,10/05/2015
IAD2015-0557,Citizen complaint,10/19/2015,"Police Officer
Police Officer
Police Officer","Edwin Manuel
Christopher J
Christopher J","Lopez
McCarthy
McCarthy","Respectful Treatment
Respectful Treatment
Use of Force","Not Sustained
Not Sustained
Exonerated",,"0
0
0",,10/17/2015
IAD2015-0562,Internal investigation,10/21/2015,Detective,John J,Gould,Sleeping On Duty,Sustained,Suspension,1,01/20/2017,10/15/2015
IAD2015-0589,Internal investigation,10/26/2015,"Sergeant
Sergeant
Sergeant
Sergeant
Sergeant
Sergeant
Sergeant
Sergeant","Brian K
Brian K
Brian K
Brian K
Brian K
David
David
David","Latson
Latson
Latson
Latson
Latson
Kiley
Kiley
Kiley","Respectful Treatment
Conduct Unbecoming (2 counts)
Neg.Duty/Unreasonable Judge
Untruthfulness (2 counts)
Uniform Specifications
Reporting for Duty
Untruthfulness (2 counts)
Conduct Unbecoming","Sustained
Sustained
Sustained
Sustained
Sustained
Sustained
Sustained
Sustained","Retired with Charges Pending
Retired with Charges Pending
Retired with Charges Pending
Retired with Charges Pending
Retired with Charges Pending
Termination
Termination
Termination","0
0
0
0
0
0
0
0","10/01/2016
10/01/2016
10/01/2016
10/01/2016
10/01/2016
10/27/2016
10/27/2016
10/27/2016",10/22/2015
IAD2015-0590,Citizen complaint,10/20/2015,"Police Officer
Police Officer","Paul J
Paul J","Downey
Downey","Sleeping On Duty
Neg.Duty/Unreasonable Judge","Not Sustained
Exonerated",,"0
0",,10/20/2015
IAD2015-0591,Citizen complaint,10/23/2015,"Police Officer
Police Officer","James
James","Tran
Tran","Neg.Duty/Unreasonable Judge
Abuse of Discretion","Not Sustained
Not Sustained",,"0
0",,10/20/2015
IAD2015-0592,Citizen complaint,10/26/2015,"Police Officer
Police Officer","Carl J
Seth A.","Nemes
Housman","Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge","Unfounded
Unfounded",,"0
0",,10/25/2015
IAD2015-0593,Citizen complaint,10/26/2015,"Detective
Detective
Sergeant Detective","Steven J
Robert C
Kenneth R","Morgan
Flynn
O'Brien","Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge
Respectful Treatment","Unfounded
Unfounded
Not Sustained",,"0
0
0",,10/26/2015
IAD2015-0598,Internal investigation,10/27/2015,Police Officer,Mark A,Clark,Respectful Treatment,Sustained,Retired with Charges Pending,,01/13/2023,10/21/2015
IAD2015-0601,Internal investigation,10/28/2015,Police Officer,Mark A,Clark,Respectful Treatment,Sustained,Retired with Charges Pending,,01/13/2023,10/12/2015
IAD2015-0602,Internal investigation,10/28/2015,"Police Officer
Police Officer","Mark A
Mark A","Clark
Clark","Reporting for Duty
Untruthfulness in Department Report","Sustained
Not Sustained","Retired with Charges Pending
Retired with Charges Pending","0
0","01/13/2023
01/13/2023",10/14/2015
IAD2015-0603,Internal investigation,10/28/2015,"Police Officer
Police Officer","Mark A
Mark A","Clark
Clark","Neg.Duty/Unreasonable Judge
Soliciting on Duty","Sustained
Sustained","Retired with Charges Pending
Retired with Charges Pending","0
0","01/13/2023
01/13/2023",10/11/2015
IAD2015-0604,Citizen complaint,10/29/2015,Police Officer,Raymundo E,Melo,Conformance to Laws,Unfounded,,,,10/28/2015
IAD2015-0609,Internal investigation,11/10/2015,Detective,Windell C.,Josey,Acceptance of Details (12 counts),Sustained,Oral Reprimand,,07/08/2019,
IAD2015-0610,Internal investigation,11/10/2015,Detective,Paul A,Painten,Acceptance of Details ( 5 counts),Sustained,Oral Reprimand,,07/12/2019,
IAD2015-0612,Internal investigation,11/09/2015,Police Officer,Robert,Flynn,Special Order 15-028 Municipal Election,Sustained,Oral Reprimand,,01/24/2020,11/03/2015
IAD2015-0615,Citizen complaint,11/09/2015,"Police Officer
Police Officer
Police Officer
Police Officer","Nicholas
Nicholas
Kevin R
Patrick M","LITTERIO
LITTERIO
Plunkett
Curtin","Neg.Duty/Unreasonable Judge
Respectful Treatment
Respectful Treatment
Respectful Treatment","Sustained
Not Sustained
Not Sustained
Not Sustained","Oral Reprimand
Oral Reprimand

","0
0
0
0","07/25/2016
07/25/2016

",10/31/2015
IAD2015-0621,Internal investigation,11/17/2015,"Police Officer
Police Officer
Police Officer
Police Officer","Patricia
Patricia
Patricia
Patricia","McGoldrick
McGoldrick
McGoldrick
McGoldrick","Neg.Duty/Unreasonable Judge
Pointing Firearms
Conformance to Laws
Untruthfulness","Sustained
Sustained
Sustained
Sustained","Resigned Charges Pending
Resigned Charges Pending
Resigned Charges Pending
Resigned Charges Pending","0
0
0
0","10/01/2016
10/01/2016
10/01/2016
10/01/2016",11/12/2015
IAD2015-0622,Citizen complaint,11/05/2015,Police Officer,Curtis A,Jones,Respectful Treatment,Not Sustained,,,,11/02/2015
IAD2015-0623,Citizen complaint,11/18/2015,Police Officer,Robin D,Pruitt,Respectful Treatment,Exonerated,,,,11/18/2015
IAD2015-0624,Internal investigation,11/19/2015,"Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer","Dwain R
Dwain R
Dwain R
Dwain R
Dwain R
Dwain R","Jackson
Jackson
Jackson
Jackson
Jackson
Jackson","Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge
Emergency Driving
Emergency Driving
Personal Business
Personal Business","Sustained
Sustained
Sustained
Sustained
Sustained
Sustained","Suspension/Settlement Agreement
Suspension held in abeyance
Suspension/Settlement Agreement
Suspension held in abeyance
Suspension/Settlement Agreement
Suspension held in abeyance","260
130
260
130
260
130","08/17/2020
08/17/2020
08/17/2020
08/17/2020
08/17/2020
08/17/2020",11/19/2015
IAD2015-0626,Citizen complaint,12/01/2015,"Police Officer
Police Officer","Jean
Jean","Dumel
Dumel","Conformance to Laws
Conduct Unbecoming","Not Sustained
Not Sustained",,"0
0",,06/28/2015
IAD2015-0627,Internal investigation,11/30/2015,"Police Officer
Police Officer
Police Officer
Police Officer
Police Officer","Scott R
Scott R
Scott R
Scott R
Scott R","Roby
Roby
Roby
Roby
Roby","Respectful Treatment
Directives/Orders (2 counts)
Class Uniform Schedule
Leather/Nylon Equipment (3 counts)
Uniforms And Equipment (2 counts)","Not Sustained
Not Sustained
Sustained
Sustained
Sustained","Oral Reprimand
Oral Reprimand
Oral Reprimand
Oral Reprimand
Oral Reprimand","0
0
0
0
0","02/05/2020
02/05/2020
02/05/2020
02/05/2020
02/05/2020",11/24/2015
IAD2015-0628,Citizen complaint,11/23/2015,Police Officer,Timothy J,Golden,Respectful Treatment,Not Sustained,,,,11/23/2015
IAD2015-0629,Citizen complaint,11/23/2015,"Police Officer
Police Officer
Police Officer
Police Officer","Gregory R.
Gregory R.
Reivilo
Reivilo","Eunis
Eunis
Degrave
Degrave","Self Identification
Respectful Treatment
Respectful Treatment
Self Identification","Not Sustained
Not Sustained
Not Sustained
Not Sustained",,"0
0
0
0",,11/20/2015
IAD2015-0637,Citizen complaint,11/25/2015,"Sergeant Detective
Detective","Kathleen P
Jeffrey C","Doris
Cecil","Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge","Unfounded
Unfounded",,"0
0",,02/22/2011
IAD2015-0638,Citizen complaint,12/03/2015,Police Officer,John A,Conway,Respectful Treatment (2 counts),Not Sustained,,,,11/10/2015
IAD2015-0642,Citizen complaint,12/07/2015,Police Officer,Patrick Olaf,Abrahamson,BIAS-Free Policing Policy,Not Sustained,,,,09/22/2015
IAD2015-0644,Citizen complaint,12/03/2015,Police Officer,Melissa I,Medina,Respectful Treatment,Not Sustained,,,,12/02/2015
IAD2015-0656,Citizen complaint,12/08/2015,"Police Officer
Police Officer
Police Officer
Police Officer","Elizabeth C
Elizabeth C
Jacqueline A
Jacqueline A","Evans
Evans
Sellon
Sellon","Respectful Treatment
Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge
Respectful Treatment","Exonerated
Exonerated
Exonerated
Exonerated",,"0
0
0
0",,12/07/2015
IAD2015-0657,Citizen complaint,12/07/2015,Police Officer,Andrew B,Blake,Respectful Treatment,Not Sustained,,,,12/04/2015
IAD2015-0667,Internal investigation,12/07/2015,"Police Officer
Police Officer","David J
David J","Clemons Sr.
Clemons Sr.","Respectful Treatment (2 COUNTS)
Neg.Duty/Unreasonable Judge","Sustained
Sustained","Suspension/Settlement Agreement
Suspension/Settlement Agreement","3
3","09/14/2019
09/14/2019",12/04/2015
IAD2015-0675,Citizen complaint,12/03/2015,"Police Officer
Police Officer","Jose
Jose","Molina
Molina","Respectful Treatment
Neg.Duty/Unreasonable Judge","Unfounded
Unfounded",,"0
0",,11/22/2015
IAD2015-0676,Citizen complaint,12/17/2015,"Police Officer
Police Officer","Anthony
David","Green
Mcbride","Police Service
Police Service","Unfounded
Unfounded",,"0
0",,12/15/2015
IAD2015-0677,Citizen complaint,12/17/2015,Police Officer,Brian,Fitzgibbon,Neg.Duty/Unreasonable Judge,Not Sustained,,,,10/06/2015
IAD2015-0679,Citizen complaint,12/21/2015,Sergeant,Ryan W            ,Mason,Neg.Duty/Unreasonable Judge,Unfounded,,,,09/11/2014
IAD2015-0680,Citizen complaint,12/21/2015,"Police Officer
Police Officer","Joshua J.
Moises J","DeLaRosa
Abreu","Respectful Treatment
Respectful Treatment","Unfounded
Unfounded",,"0
0",,12/20/2015
IAD2015-0681,Citizen complaint,12/21/2015,"Police Officer
Police Officer","Bryan
Bryan","McCue
McCue","Respectful Treatment
Neg.Duty/Unreasonable Judge","Sustained
Not Sustained","Resigned
Resigned","0
0","10/30/2016
10/30/2016",12/21/2015
IAD2015-0682,Citizen complaint,12/22/2015,Police Officer,,Unknown,Respectful Treatment,Not Sustained,,,,12/21/2015
IAD2015-0689,Internal investigation,12/23/2015,"Police Officer
Police Officer","Mark A
Mark A","Clark
Clark","Reporting for Duty
Reporting for Duty","Sustained
Sustained","Retired with Charges Pending
Retired with Charges Pending","0
0","01/13/2025
01/13/2025",12/19/2015
IAD2015-0692,Internal investigation,12/28/2015,"Police Officer
Police Officer
Police Officer","Patrick J.
Patrick J.
Christopher J","McCarthy
McCarthy
McCarthy","Residency (3 counts)
Untruthfulness (3 counts)
Neg.Duty/Unreasonable Judge","Sustained
Sustained
Not Sustained","Separation Settlement Agreement
Separation Settlement Agreement
","0
0
0","06/30/2019
06/30/2019
",09/26/2014
IAD2015-0694,Citizen complaint,12/29/2015,"Police Officer
Police Officer
Police Officer","Jennifer E.
Carole D
Carole D","Grogan
Holmes
Holmes","Neglect of Duty/Unreasonable Judgment (2 counts)
Neglect of Duty/Unreasonable Judgment (2 counts)
Respectful Treatment","Not Sustained
Not Sustained
Not Sustained",,"0
0
0",,12/27/2015
IAD2015-0709,Internal investigation,03/19/2015,Sergeant,James R,Lynch,Neg.Duty/Unreasonable Judge B,Sustained,Retired,,08/31/2017,
IAD2016-0001,Internal investigation,01/04/2016,Police Officer,Richard J.,Fleming,Sick Leave Allowance,Sustained,Deceased,,03/27/2016,01/04/2016
IAD2016-0003,Internal investigation,01/05/2016,Police Officer,Evon F,Burke,Reporting for Duty,Sustained,Suspension,3,01/01/2016,08/16/2015
IAD2016-0005,Citizen complaint,01/04/2016,"Police Officer
Police Officer","Ana c
Ana c","Almeida
Almeida","Respectful Treatment
Conduct Unbecoming","Sustained
Not Sustained","Oral Reprimand
Oral Reprimand","0
0","07/23/2020
07/23/2020",12/28/2015
IAD2016-0006,Internal investigation,01/07/2016,Police Officer,Matthew S.,McCabe,Reporting for Duty,Sustained,Oral Reprimand,,12/24/2015,07/11/2015
IAD2016-0009,Internal investigation,01/11/2016,"Police Officer
Police Officer","Kirk D.
Kirk D.","Merricks
Merricks","Directives/Orders
Drug Test","Unfounded
Unfounded",,"0
0",,10/15/2015
IAD2016-0010,Internal investigation,01/11/2016,"Police Officer
Police Officer
Police Officer","Donroy G
Donroy G
Donroy G","Grant
Grant
Grant","Association with Criminals
Conduct Unbecoming
Untruthfulness in Department Report","Sustained
Sustained
Sustained","Termination
Termination
Termination","0
0
0","03/05/2020
03/05/2020
03/05/2020",04/26/2015
IAD2016-0015,Internal investigation,01/15/2016,Police Officer,Eric D,Bradshaw,Conformance to Laws,Not Sustained,,,,01/15/2016
IAD2016-0019,Internal investigation,01/21/2016,"Police Officer
Police Officer
Police Officer","Sandro
Sandro
Sandro","Fonseca
Fonseca
Fonseca","Alcohol off Duty
Conformance to Laws (3 counts)
Conduct Unbecoming","Sustained
Sustained
Sustained","Resigned Charges Pending
Resigned Charges Pending
Resigned Charges Pending","0
0
0","01/16/2018
01/16/2018
01/16/2018",12/12/2013
IAD2016-0020,Citizen complaint,01/19/2016,"Police Officer
Police Officer
Police Officer","Stephen J
Stephen J
Stephen J","Horgan
Horgan
Horgan","Respectful Treatment
Respectful Treatment
Self Identification","Unfounded
Not Sustained
Unfounded",,"0
0
0",,01/16/2016
IAD2016-0021,Citizen complaint,01/19/2016,Police Officer,Roger T,Burke,Respectful Treatment,Not Sustained,,,,01/14/2016
IAD2016-0024,Citizen complaint,01/28/2016,"Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Sergeant","Joseph M.
Joseph M.
Joseph M.
Christopher M
Christopher M
Christopher M
Daniel C","Zanoli
Zanoli
Zanoli
Colby
Colby
Colby
Keane","Abuse of Process
Use of Force
Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge
Use of Force
Abuse of Process
Abuse of Process","Not Sustained
Not Sustained
Not Sustained
Not Sustained
Not Sustained
Not Sustained
Unfounded",,"0
0
0
0
0
0
0",,04/15/2013
IAD2016-0025,Citizen complaint,01/26/2016,"Police Officer
Police Officer","Gladys
Gladys","Frias
Frias","Neg.Duty/Unreasonable Judge
Self Identification","Sustained
Not Sustained","Retired with Charges Pending
Retired with Charges Pending","0
0","01/11/2021
01/11/2021",01/26/2016
IAD2016-0026,Citizen complaint,01/26/2016,"Sergeant
Sergeant
Sergeant","Sean P
Sean P
Sean P","Smith
Smith
Smith","Respectful Treatment
Neg.Duty/Unreasonable Judge
Conformance to Laws","Not Sustained
Sustained
Sustained","Suspension
Suspension
Suspension","1
1
1","10/29/2025
10/29/2025
10/29/2025",01/25/2016
IAD2016-0028,Citizen complaint,02/01/2016,Police Officer,James F.,Davis,Respectful Treatment,Not Sustained,,,,02/01/2016
IAD2016-0029,Citizen complaint,01/27/2016,"Police Officer
Police Officer","Charles K.
Allan G.","Burch
Kelley","Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge","Sustained
Sustained","Suspension
Suspension","1
1","02/02/2016
02/02/2016",05/31/2015
IAD2016-0030,Citizen complaint,02/01/2016,Police Officer,William B,Jones,Tabacco on Duty,Sustained,Counselling,,03/25/2016,02/01/2016
IAD2016-0032,Citizen complaint,02/01/2016,Police Officer,,Unknown,Neg.Duty/Unreasonable Judge,Not Sustained,,,,01/23/2016
IAD2016-0033,Citizen complaint,02/03/2016,Police Officer,Joseph J. P.,Connolly,Untruthfulness in Department Report,Unfounded,,,,01/28/2016
IAD2016-0034,Citizen complaint,02/03/2016,"Sergeant
Sergeant","Patrick
Patrick","Morrison
Morrison","Respectful Treatment
Neg.Duty/Unreasonable Judge","Not Sustained
Not Sustained",,"0
0",,01/31/2016
IAD2016-0035,Internal investigation,02/04/2016,Sergeant,Brian K,Latson,Reporting for Duty,Sustained,Retired with Charges Pending,,10/07/2016,08/15/2015
IAD2016-0036,Citizen complaint,02/04/2016,"Police Officer
Police Officer",,"Unknown
Unknown","Respectful Treatment
Respectful Treatment","Not Sustained
Not Sustained",,"0
0",,12/31/2015
IAD2016-0039,Citizen complaint,02/08/2016,Police Officer,Melissa I,Medina,Respectful Treatment,Not Sustained,,,,02/05/2016
IAD2016-0040,Citizen complaint,01/22/2016,"Police Officer
Police Officer","Richard J.
Richard J.","Kelley
Kelley","Respectful Treatment
Neg.Duty/Unreasonable Judge","Not Sustained
Unfounded",,"0
0",,02/09/2016
IAD2016-0045,Citizen complaint,02/10/2016,Police Officer,Wilfredo,Coriano,Respectful Treatment,Not Sustained,,,,02/10/2016
IAD2016-0047,Citizen complaint,01/28/2016,"Police Officer
Police Officer","Diamantino E.
Jose M","Araujo
Araujo","CJIS Access
CJIS Access","Not Sustained
Not Sustained",,"0
0",,01/28/2016
IAD2016-0048,Citizen complaint,02/16/2016,Police Officer,Philip V,Barden,Respectful Treatment,Unfounded,,,,02/13/2016
IAD2016-0049,Citizen complaint,02/17/2016,"Sergeant
Sergeant","Daryle Patrick
Daryle Patrick","Dwan
Dwan","Respectful Treatment
Self Identification","Sustained
Sustained","Oral Reprimand
Oral Reprimand","0
0","11/06/2017
11/06/2017",01/14/2016
IAD2016-0053,Internal investigation,02/19/2016,"Detective
Detective
Detective","Paul A
Paul A
Paul A","Painten
Painten
Painten","Neg.Duty/Unreasonable Judge
Respectful Treatment
Special Order 99-48 Dept E-Mail and Computer Use","Sustained
Sustained
Unfounded","Retired with Charges Pending
Retired with Charges Pending
Retired with Charges Pending","0
0
0","07/26/2019
07/26/2019
07/26/2019",02/16/2016
IAD2016-0054,Citizen complaint,02/20/2016,"Police Officer
Police Officer
Police Officer
Police Officer","Gregory E.
Gregory E.
Robert F.
Robert F.","Hanley
Hanley
Muller
Muller","Respectful Treatment
Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge
Respectful Treatment","Not Sustained
Not Sustained
Not Sustained
Not Sustained",,"0
0
0
0",,10/11/2015
IAD2016-0055,Citizen complaint,02/20/2016,"Police Officer
Police Officer",,"Unknown
Unknown","Use of Force
BIAS-Free Policing Policy","Not Sustained
Not Sustained",,"0
0",,02/18/2016
